"Id","Inc","Capital","Hours","Age","Employer","Education","Marital_Status","Occupation"
537,"Low",0,2,84,"Private","Bach","Married","Admin"
538,"Low",0,21,46,"Private","Bach","Married","Admin"
539,"High",0,68,25,"Private","High School","Never Married","Admin"
540,"Low",1258,22,75,"Govt","Min","Never Married","Trades"
541,"Low",0,54,18,"Private","Min","Married","Agricultural"
542,"Low",0,2,84,"Private","High School","Married","Trades"
543,"Low",0,16,55,"Private","Min","Never Married","Admin"
544,"High",0,62,62,"Private","Master","Never Married","Specialist"
545,"Low",0,3,84,"Self-Emp","Bach","Widowed","Specialist"
546,"Low",0,16,74,"Private","Min","Married","Management"
547,"Low",0,10,72,"Private","Min","Divorced","Agricultural"
548,"Low",0,23,20,"Govt","High School","Divorced","Agricultural"
549,"Low",0,50,19,"Govt","Bach","Widowed","Agricultural"
550,"High",0,43,56,"Private","Bach","Married","Agricultural"
551,"Low",0,30,29,"Self-Emp","High School","Never Married","Trades"
552,"Low",0,32,30,"Private","High School","Never Married","Agricultural"
553,"Low",0,8,81,"Private","High School","Divorced","Trades"
554,"Low",0,33,21,"Private","Bach","Married","Agricultural"
555,"Low",0,23,54,"Private","High School","Married","Admin"
556,"High",0,41,53,"Govt","Bach","Married","Trades"
557,"High",0,53,49,"Private","High School","Married","Agricultural"
558,"High",0,37,54,"Private","High School","Widowed","Agricultural"
559,"Low",0,13,33,"Self-Emp","Min","Married","Trades"
560,"Low",0,40,24,"Govt","Master","Married","Admin"
561,"High",0,52,59,"Private","High School","Never Married","Agricultural"
562,"Low",0,24,32,"Self-Emp","Min","Never Married","Agricultural"
563,"High",0,34,60,"Private","Bach","Married","Management"
565,"Low",1929,29,34,"Private","Bach","Never Married","Admin"
566,"Low",0,22,73,"Private","Min","Married","Trades"
567,"Low",1878,39,22,"Private","Min","Widowed","Trades"
568,"Low",0,47,24,"Private","High School","Married","Trades"
569,"Low",0,11,77,"Self-Emp","High School","Divorced","Admin"
570,"High",0,39,44,"Private","Min","Never Married","Specialist"
571,"High",894,29,64,"Govt","High School","Widowed","Trades"
572,"High",1244,31,36,"Private","Bach","Married","Admin"
573,"Low",0,37,22,"Private","Bach","Never Married","Specialist"
574,"Low",0,8,80,"Private","High School","Married","Specialist"
575,"High",0,34,46,"Private","Master","Never Married","Agricultural"
576,"High",1613,25,50,"Private","Bach","Married","Admin"
577,"Low",0,29,32,"Private","Bach","Never Married","Trades"
578,"High",0,35,60,"Private","Master","Never Married","Specialist"
579,"High",0,55,51,"Private","Bach","Never Married","Admin"
580,"High",0,29,53,"Private","Bach","Divorced","Specialist"
581,"Low",0,14,78,"Private","High School","Divorced","Management"
582,"Low",0,14,68,"Private","Bach","Widowed","Management"
583,"High",0,38,51,"Private","High School","Never Married","Agricultural"
584,"Low",0,26,35,"Private","Min","Married","Management"
585,"Low",1105,5,82,"Other","Bach","Married","Trades"
586,"High",0,44,58,"Private","High School","Married","Management"
587,"High",2557,47,54,"Private","High School","Never Married","Management"
588,"Low",0,19,19,"Private","High School","Married","Management"
589,"Low",0,45,24,"Private","Bach","Never Married","Agricultural"
590,"High",0,55,24,"Private","Bach","Widowed","Specialist"
591,"Low",0,22,65,"Private","Bach","Divorced","Management"
592,"High",0,31,48,"Private","High School","Never Married","Trades"
593,"High",0,42,46,"Private","High School","Married","Admin"
594,"High",0,34,72,"Private","High School","Never Married","Agricultural"
595,"Low",0,43,28,"Private","Bach","Never Married","Specialist"
596,"Low",0,43,28,"Private","Min","Married","Admin"
597,"Low",0,42,24,"Self-Emp","High School","Married","Specialist"
598,"Low",0,13,75,"Private","Bach","Divorced","Trades"
599,"Low",0,28,69,"Private","Min","Never Married","Agricultural"
600,"Low",0,17,35,"Govt","Min","Married","Trades"
602,"High",0,40,52,"Private","Bach","Married","Admin"
603,"Low",0,8,79,"Self-Emp","Min","Never Married","Specialist"
604,"Low",2644,16,75,"Govt","High School","Divorced","Specialist"
605,"High",0,26,55,"Private","Bach","Never Married","Management"
606,"Low",0,43,27,"Private","High School","Married","Management"
607,"High",0,28,66,"Govt","Bach","Married","Agricultural"
608,"Low",0,24,68,"Private","Min","Never Married","Specialist"
609,"Low",0,24,54,"Private","Bach","Never Married","Management"
610,"High",0,37,33,"Private","Bach","Divorced","Agricultural"
611,"High",0,40,50,"Govt","Bach","Widowed","Management"
612,"Low",0,34,20,"Private","Min","Married","Trades"
613,"Low",0,17,75,"Self-Emp","Bach","Never Married","Specialist"
614,"Low",0,12,72,"Private","Bach","Married","Management"
615,"Low",0,14,69,"Self-Emp","Min","Never Married","Specialist"
616,"High",0,32,71,"Private","Bach","Married","Specialist"
617,"Low",2066,45,22,"Govt","Min","Married","Agricultural"
618,"High",0,41,39,"Private","Min","Never Married","Trades"
620,"Low",0,24,29,"Private","Bach","Never Married","Specialist"
621,"High",0,58,36,"Private","High School","Married","Agricultural"
622,"High",0,55,46,"Private","High School","Married","Specialist"
623,"High",0,60,31,"Private","Master","Divorced","Management"
624,"High",0,29,64,"Private","Bach","Widowed","Admin"
626,"High",566,28,63,"Private","Bach","Married","Specialist"
627,"High",0,33,50,"Private","Bach","Never Married","Management"
628,"Low",1542,18,48,"Other","Min","Never Married","Management"
629,"Low",0,36,28,"Govt","Bach","Married","Agricultural"
631,"High",0,43,30,"Private","Bach","Never Married","Agricultural"
632,"High",0,38,63,"Private","Bach","Married","Management"
633,"Low",0,11,78,"Private","Min","Married","Agricultural"
634,"Low",0,10,81,"Govt","High School","Divorced","Agricultural"
635,"High",0,53,57,"Private","High School","Never Married","Management"
636,"Low",0,23,20,"Govt","High School","Married","Agricultural"
637,"Low",0,32,31,"Govt","Bach","Divorced","Trades"
638,"Low",0,34,27,"Private","Min","Married","Management"
639,"Low",0,23,28,"Private","Min","Married","Management"
640,"High",0,36,52,"Private","High School","Never Married","Agricultural"
641,"High",0,32,61,"Private","Master","Widowed","Agricultural"
642,"High",1183,64,45,"Private","Bach","Divorced","Specialist"
643,"High",0,48,35,"Private","High School","Married","Management"
644,"Low",0,37,23,"Private","High School","Never Married","Agricultural"
645,"High",0,49,47,"Govt","Min","Never Married","Admin"
646,"Low",0,31,72,"Other","High School","Never Married","Admin"
647,"Low",4761,4,81,"Private","Min","Never Married","Trades"
648,"High",0,37,67,"Private","Bach","Never Married","Trades"
649,"High",0,43,40,"Private","Min","Divorced","Management"
650,"Low",0,6,80,"Govt","Min","Married","Admin"
651,"Low",963,13,71,"Private","Bach","Married","Agricultural"
652,"Low",0,29,71,"Private","High School","Never Married","Trades"
653,"Low",0,31,29,"Private","High School","Married","Agricultural"
654,"Low",0,21,74,"Govt","Bach","Married","Trades"
655,"Low",0,38,23,"Private","Min","Married","Agricultural"
656,"High",0,36,39,"Govt","High School","Married","Trades"
657,"Low",0,14,76,"Private","Bach","Married","Agricultural"
658,"Low",0,2,84,"Private","Master","Married","Specialist"
659,"High",0,30,49,"Private","Master","Never Married","Specialist"
660,"High",0,46,34,"Private","High School","Never Married","Agricultural"
661,"High",0,41,48,"Govt","High School","Married","Agricultural"
663,"High",0,50,62,"Private","High School","Never Married","Admin"
664,"High",0,51,59,"Private","Master","Widowed","Trades"
665,"High",0,43,36,"Private","Bach","Never Married","Agricultural"
666,"Low",0,21,71,"Govt","Min","Married","Trades"
667,"Low",0,3,83,"Private","Min","Divorced","Trades"
668,"Low",0,21,29,"Private","High School","Never Married","Agricultural"
669,"Low",0,14,77,"Private","Min","Married","Management"
670,"Low",0,16,70,"Govt","Bach","Never Married","Trades"
671,"Low",0,28,29,"Self-Emp","Bach","Never Married","Specialist"
672,"Low",0,34,34,"Self-Emp","Bach","Married","Admin"
673,"High",0,53,52,"Private","Bach","Married","Admin"
674,"High",0,29,42,"Private","Master","Never Married","Admin"
675,"High",0,34,36,"Private","High School","Divorced","Agricultural"
676,"High",0,37,34,"Private","High School","Never Married","Admin"
677,"Low",0,26,67,"Private","Master","Married","Agricultural"
678,"Low",0,30,29,"Self-Emp","Min","Married","Trades"
679,"High",0,33,59,"Private","Min","Never Married","Agricultural"
680,"Low",0,17,72,"Private","Bach","Married","Trades"
682,"Low",0,11,76,"Self-Emp","High School","Married","Specialist"
683,"Low",1556,37,23,"Self-Emp","Min","Married","Admin"
684,"High",0,51,42,"Private","High School","Married","Management"
685,"Low",0,14,78,"Private","High School","Married","Specialist"
686,"High",0,32,54,"Govt","High School","Divorced","Agricultural"
687,"Low",0,46,26,"Private","Min","Married","Agricultural"
688,"High",0,38,44,"Govt","High School","Married","Agricultural"
689,"Low",0,34,24,"Private","Bach","Divorced","Trades"
690,"Low",2814,23,22,"Self-Emp","Bach","Married","Trades"
691,"High",0,28,55,"Private","High School","Never Married","Specialist"
692,"Low",0,21,55,"Self-Emp","Bach","Never Married","Management"
693,"Low",0,7,81,"Private","Min","Widowed","Admin"
694,"High",0,45,43,"Private","High School","Never Married","Agricultural"
695,"Low",0,56,19,"Govt","Min","Married","Trades"
696,"High",0,37,55,"Govt","Bach","Married","Specialist"
698,"Low",0,2,84,"Private","Master","Divorced","Admin"
699,"High",0,30,46,"Private","High School","Divorced","Management"
700,"High",0,32,65,"Private","Min","Never Married","Management"
701,"High",0,34,63,"Private","High School","Married","Agricultural"
702,"Low",0,44,20,"Private","Min","Never Married","Trades"
703,"Low",0,11,78,"Govt","Min","Divorced","Trades"
704,"High",0,90,49,"Private","Bach","Married","Agricultural"
705,"Low",0,31,18,"Govt","High School","Widowed","Management"
706,"Low",1301,24,39,"Govt","Bach","Married","Admin"
707,"High",1861,33,47,"Govt","Bach","Married","Management"
708,"Low",0,26,39,"Private","High School","Never Married","Management"
709,"High",0,34,56,"Private","High School","Married","Trades"
710,"High",0,36,64,"Private","Bach","Married","Admin"
711,"Low",0,30,28,"Other","High School","Never Married","Agricultural"
712,"High",0,35,68,"Private","Bach","Divorced","Management"
713,"Low",0,23,48,"Private","Min","Divorced","Agricultural"
714,"Low",0,23,73,"Govt","Bach","Divorced","Agricultural"
715,"Low",0,41,20,"Govt","High School","Married","Trades"
716,"Low",0,19,75,"Private","Bach","Never Married","Admin"
717,"High",0,49,39,"Private","High School","Never Married","Management"
718,"Low",0,33,28,"Govt","Min","Divorced","Specialist"
719,"Low",0,2,83,"Govt","Bach","Never Married","Admin"
720,"High",0,45,31,"Private","High School","Married","Admin"
721,"Low",0,21,61,"Private","Master","Divorced","Management"
723,"Low",0,16,73,"Private","Min","Divorced","Admin"
724,"High",0,28,49,"Govt","High School","Divorced","Specialist"
725,"High",0,56,50,"Private","High School","Married","Agricultural"
726,"High",0,36,65,"Private","Master","Never Married","Trades"
727,"High",3859,55,57,"Private","High School","Never Married","Management"
729,"Low",0,2,84,"Govt","Bach","Never Married","Management"
730,"Low",0,24,21,"Private","Bach","Divorced","Admin"
731,"High",0,28,63,"Private","High School","Widowed","Trades"
732,"High",1230,43,30,"Private","Bach","Never Married","Specialist"
733,"Low",0,15,59,"Self-Emp","Master","Married","Specialist"
734,"Low",0,29,69,"Private","High School","Never Married","Admin"
736,"High",0,48,28,"Private","High School","Married","Trades"
737,"High",0,32,71,"Govt","Bach","Never Married","Admin"
738,"High",0,54,39,"Self-Emp","High School","Never Married","Admin"
739,"Low",0,9,80,"Private","Bach","Married","Agricultural"
740,"High",0,28,52,"Private","Bach","Never Married","Specialist"
741,"High",0,39,48,"Private","Min","Divorced","Admin"
742,"Low",0,39,31,"Private","Bach","Married","Management"
743,"Low",0,25,24,"Private","Min","Divorced","Agricultural"
744,"Low",0,33,35,"Private","High School","Married","Management"
745,"High",0,35,67,"Private","High School","Never Married","Management"
746,"Low",0,13,78,"Other","Bach","Never Married","Agricultural"
748,"Low",0,21,44,"Private","Bach","Divorced","Trades"
749,"High",0,45,40,"Private","High School","Married","Agricultural"
750,"Low",0,1,84,"Self-Emp","Bach","Divorced","Trades"
751,"High",0,58,50,"Private","Bach","Married","Trades"
753,"High",0,30,48,"Private","Min","Married","Specialist"
754,"High",0,70,28,"Private","Bach","Divorced","Specialist"
755,"Low",0,30,33,"Self-Emp","High School","Never Married","Admin"
756,"Low",0,29,69,"Other","Bach","Married","Specialist"
757,"High",0,49,31,"Private","Bach","Never Married","Admin"
758,"High",0,40,41,"Private","Bach","Divorced","Management"
759,"High",0,50,29,"Private","Master","Married","Management"
760,"Low",0,30,24,"Private","High School","Never Married","Trades"
761,"Low",0,27,31,"Private","Min","Married","Management"
762,"High",0,55,58,"Private","High School","Married","Agricultural"
763,"High",2140,55,24,"Private","Bach","Never Married","Admin"
764,"High",0,40,50,"Private","Min","Never Married","Admin"
765,"High",0,32,63,"Govt","Bach","Never Married","Agricultural"
766,"Low",0,12,77,"Self-Emp","Master","Married","Agricultural"
767,"Low",0,9,80,"Private","Min","Divorced","Management"
768,"High",0,31,43,"Private","High School","Never Married","Agricultural"
769,"Low",0,35,27,"Private","High School","Divorced","Agricultural"
770,"High",1469,46,55,"Private","Min","Married","Management"
771,"High",942,29,61,"Private","High School","Never Married","Trades"
772,"High",2484,42,53,"Private","Min","Never Married","Admin"
773,"High",0,39,32,"Private","Min","Married","Management"
774,"High",0,53,41,"Private","Min","Married","Agricultural"
776,"High",0,41,46,"Private","Master","Divorced","Trades"
778,"High",0,34,36,"Private","Bach","Married","Specialist"
779,"High",0,32,46,"Private","Bach","Never Married","Trades"
780,"High",0,51,43,"Govt","Min","Married","Agricultural"
781,"High",0,30,64,"Private","High School","Widowed","Management"
783,"Low",0,17,72,"Other","Bach","Married","Specialist"
784,"High",0,34,68,"Govt","High School","Never Married","Agricultural"
785,"High",0,29,52,"Private","Master","Divorced","Admin"
786,"Low",0,28,27,"Private","High School","Married","Specialist"
787,"High",0,41,35,"Private","Min","Married","Admin"
788,"High",0,46,49,"Private","Master","Married","Trades"
789,"Low",0,28,41,"Private","Min","Married","Agricultural"
790,"Low",0,13,76,"Private","Bach","Married","Agricultural"
791,"High",0,60,27,"Govt","High School","Never Married","Management"
793,"High",0,37,46,"Govt","Bach","Married","Agricultural"
794,"Low",0,9,80,"Govt","Bach","Divorced","Trades"
795,"High",0,62,50,"Private","Bach","Never Married","Specialist"
796,"High",0,39,36,"Private","Bach","Never Married","Specialist"
798,"High",0,28,63,"Private","High School","Divorced","Trades"
799,"Low",0,25,23,"Private","High School","Married","Management"
800,"High",0,34,60,"Private","High School","Married","Admin"
801,"High",0,49,47,"Private","Master","Married","Management"
802,"Low",0,23,71,"Private","Min","Married","Specialist"
803,"High",0,46,61,"Private","High School","Married","Admin"
805,"Low",0,7,82,"Self-Emp","Min","Never Married","Trades"
